日期,天气状况,气温,风力风向,地区
2015年3月11日,晴/晴,10℃/1℃,北风3-4级/南风3-4级,ZD190
2015年3月12日,晴/晴,17℃/5℃,西南风3-4级/北风≤3级,ZD111
2015年3月12日,晴/晴,16℃/0℃,南风≤3级/北风≤3级,ZD326
2015年3月12日,晴/晴,16℃/1℃,南风3-4级/北风3-4级,ZD250
2015年3月12日,晴/多云,9℃/3℃,南风3-4级/南风3-4级,ZD190
2015年3月13日,晴/霾,15℃/4℃,北风≤3级/东风≤3级,ZD111
2015年3月13日,晴/晴,15℃/0℃,北风≤3级/南风3-4级,ZD326
2015年3月13日,晴/晴,14℃/1℃,北风3-4级/北风3-4级,ZD250
2015年3月13日,晴/晴,10℃/3℃,北风3-4级/北风3-4级,ZD190
2015年3月14日,多云/晴,17℃/8℃,南风3-4级/南风3-4级,ZD111
2015年3月14日,晴/多云,17℃/4℃,南风3-4级/南风3-4级,ZD326
2015年3月14日,晴/多云,14℃/4℃,南风3-4级/南风3-4级,ZD250
2015年3月14日,多云/多云,9℃/4℃,南风3-4级/南风4-5级,ZD190
2015年3月15日,晴/晴,19℃/12℃,南风≤3级/南风3-4级,ZD111
2015年3月15日,多云/晴,19℃/8℃,南风3-4级/南风3-4级,ZD326
2015年3月15日,晴/晴,18℃/7℃,北风3-4级/南风3-4级,ZD250
2015年3月15日,晴/多云,13℃/6℃,南风3-4级/南风3-4级,ZD190
2015年3月16日,晴/多云,22℃/9℃,南风3-4级/南风3-4级,ZD111
2015年3月16日,晴/多云,23℃/7℃,南风3-4级/南风3-4级,ZD326
2015年3月16日,晴/多云,23℃/10℃,南风3-4级/南风3-4级,ZD250
2015年3月16日,雾/雾,9℃/7℃,南风3-4级/南风3-4级,ZD190
2015年3月17日,阵雨/阴,15℃/6℃,北风3-4级/东北风3-4级,ZD111
2015年3月17日,小雨/阴,14℃/5℃,北风3-4级/北风3-4级,ZD326
2015年3月17日,小雨/小雨,14℃/5℃,北风3-4级/北风3-4级,ZD250
2015年3月17日,阴/小雨,11℃/7℃,东南风3-4级/北风3-4级,ZD190
2015年3月18日,阴/多云,13℃/5℃,北风≤3级/南风≤3级,ZD111
2015年3月18日,多云/多云,13℃/3℃,北风≤3级/北风≤3级,ZD326
2015年3月18日,阴/多云,12℃/2℃,北风3-4级/北风≤3级,ZD250
2015年3月18日,阵雨/多云,11℃/5℃,北风3-4级/北风3-4级,ZD190
2015年3月19日,多云/多云,18℃/8℃,南风≤3级/南风≤3级,ZD111
2015年3月19日,多云/多云,18℃/6℃,南风≤3级/南风≤3级,ZD326
2015年3月19日,多云/多云,18℃/6℃,南风≤3级/南风≤3级,ZD250
2015年3月19日,晴/多云,16℃/8℃,北风3-4级/南风3-4级,ZD190
2015年3月20日,晴/多云,21℃/9℃,南风≤3级/南风≤3级,ZD111
2015年3月20日,多云/多云,22℃/8℃,南风≤3级/南风≤3级,ZD326
2015年3月20日,多云/多云,22℃/7℃,南风3-4级/南风3-4级,ZD250
2015年3月20日,晴/多云,19℃/9℃,北风3-4级/南风3-4级,ZD190
2015年3月21日,晴/晴,20℃/7℃,北风≤3级/北风≤3级,ZD111
2015年3月21日,多云/晴,19℃/3℃,北风≤3级/南风3-4级,ZD326
2015年3月21日,晴/晴,17℃/4℃,北风3-4级/北风≤3级,ZD250
2015年3月21日,晴/晴,17℃/6℃,北风4-5级/北风4-5级,ZD190
2015年3月22日,多云/多云,14℃/4℃,东北风3-4级/东北风≤3级,ZD111
2015年3月22日,多云/晴,10℃/0℃,北风3-4级/北风3-4级,ZD326
2015年3月22日,晴/晴,11℃/1℃,北风3-4级/北风3-4级,ZD250
2015年3月22日,晴/霾,13℃/5℃,东北风4-5级/北风3-4级,ZD190
2015年3月23日,多云/晴,16℃/6℃,北风≤3级/南风≤3级,ZD111
2015年3月23日,晴/晴,16℃/3℃,北风≤3级/南风≤3级,ZD326
2015年3月23日,多云/晴,17℃/3℃,北风3-4级/南风3-4级,ZD250
2015年3月23日,多云/晴,13℃/5℃,南风3-4级/南风3-4级,ZD190
2015年3月24日,晴/晴,19℃/9℃,南风≤3级/南风≤3级,ZD111
2015年3月24日,晴/晴,19℃/6℃,南风≤3级/南风3-4级,ZD326
2015年3月24日,晴/晴,19℃/5℃,南风3-4级/南风3-4级,ZD250
2015年3月24日,晴/晴,11℃/4℃,南风3-4级/南风3-4级,ZD190
2015年3月25日,晴/晴,20℃/9℃,南风≤3级/南风≤3级,ZD111
2015年3月25日,多云/多云,21℃/7℃,南风3-4级/南风3-4级,ZD326
2015年3月25日,晴/晴,20℃/6℃,南风3-4级/南风3-4级,ZD250
2015年3月25日,晴/晴,11℃/5℃,南风3-4级/南风3-4级,ZD190
2015年3月26日,多云/晴,20℃/9℃,南风≤3级/南风≤3级,ZD111
2015年3月26日,晴/晴,21℃/6℃,南风3-4级/南风3-4级,ZD326
2015年3月26日,晴/晴,20℃/4℃,西南风3-4级/南风3-4级,ZD250
2015年3月26日,多云/晴,11℃/6℃,南风3-4级/南风3-4级,ZD190
2015年3月27日,晴/晴,21℃/15℃,南风≤3级/南风4-5级,ZD111
2015年3月27日,晴/晴,21℃/10℃,南风3-4级/南风3-4级,ZD326
2015年3月27日,晴/晴,20℃/9℃,南风3-4级/南风3-4级,ZD250
2015年3月27日,雾/雾,11℃/6℃,南风3-4级/南风4-5级,ZD190
2015年3月28日,晴/晴,25℃/12℃,南风3-4级/北风≤3级,ZD111
2015年3月28日,多云/多云,24℃/8℃,南风≤3级/北风3-4级,ZD326
2015年3月28日,多云/晴,23℃/7℃,南风3-4级/北风≤3级,ZD250
2015年3月28日,多云/多云,17℃/7℃,南风4-5级/北风3-4级,ZD190
2015年3月29日,晴/晴,25℃/16℃,南风≤3级/南风3-4级,ZD111
2015年3月29日,晴/晴,24℃/13℃,南风3-4级/南风3-4级,ZD326
2015年3月29日,晴/晴,22℃/10℃,北风3-4级/南风3-4级,ZD250
2015年3月29日,多云/多云,15℃/7℃,北风3-4级/南风3-4级,ZD190
2015年3月30日,多云/多云,27℃/13℃,南风3-4级/南风3-4级,ZD111
2015年3月30日,多云/多云,27℃/7℃,南风3-4级/南风3-4级,ZD326
2015年3月30日,晴/晴,26℃/11℃,南风3-4级/南风3-4级,ZD250
2015年3月30日,多云/多云,12℃/8℃,南风4-5级/东南风4-5级,ZD190
2015年3月31日,小雨/小雨,20℃/7℃,东北风4-5级/东北风4-5级,ZD111
2015年3月31日,小雨/小雨,21℃/6℃,北风3-4级/东风3-4级,ZD326
2015年3月31日,多云/小雨,21℃/8℃,南风3-4级/东北风3-4级,ZD250
2015年3月31日,阵雨/阵雨,12℃/8℃,东南风3-4级/东北风4-5级,ZD190
2015年4月1日,阴/中雨,12℃/5℃,东北风4-5级/东北风3-4级,ZD111
2015年4月1日,小雨/中雨,12℃/5℃,北风≤3级/北风3-4级,ZD326
2015年4月1日,阴/中雨,15℃/8℃,北风3-4级/北风3-4级,ZD250
2015年4月1日,多云/小雨,12℃/9℃,东南风3-4级/东南风5-6级,ZD190
2015年4月2日,小雨/阴,10℃/6℃,东北风3-4级/北风≤3级,ZD111
2015年4月2日,中雨/阴,9℃/4℃,北风3-4级/北风≤3级,ZD326
2015年4月2日,中雨/阴,10℃/5℃,北风3-4级/北风3-4级,ZD250
2015年4月2日,中雨/阴,12℃/7℃,北风5-6级/北风4-5级,ZD190
2015年4月3日,晴/多云,16℃/6℃,北风≤3级/北风≤3级,ZD111
2015年4月3日,晴/多云,15℃/3℃,南风≤3级/南风≤3级,ZD326
2015年4月3日,多云/多云,14℃/5℃,北风3-4级/北风3-4级,ZD250
2015年4月3日,多云/多云,15℃/7℃,北风4-5级/南风3-4级,ZD190
2015年4月4日,多云/多云,17℃/7℃,北风≤3级/北风≤3级,ZD111
2015年4月4日,阴/多云,16℃/4℃,南风≤3级/南风≤3级,ZD326
2015年4月4日,多云/阴,14℃/4℃,北风3-4级/北风3-4级,ZD250
2015年4月4日,阴/多云,11℃/7℃,南风3-4级/北风3-4级,ZD190
2015年4月5日,多云/多云,16℃/6℃,北风≤3级/北风3-4级,ZD111
2015年4月5日,晴/多云,17℃/4℃,北风≤3级/北风3-4级,ZD326
2015年4月5日,多云/多云,16℃/4℃,北风3-4级/北风3-4级,ZD250
2015年4月5日,多云/多云,16℃/5℃,北风3-4级/北风4-5级,ZD190
2015年4月6日,多云/多云,13℃/3℃,北风3-4级/北风≤3级,ZD111
2015年4月6日,晴/晴,11℃/-1℃,北风3-4级/北风≤3级,ZD326
2015年4月6日,阴/多云,10℃/1℃,北风3-4级/北风3-4级,ZD250
2015年4月6日,多云/多云,10℃/4℃,北风5-6级/东北风4-5级,ZD190
2015年4月7日,晴/晴,13℃/3℃,北风≤3级/南风≤3级,ZD111
2015年4月7日,晴/晴,12℃/1℃,北风3-4级/南风3-4级,ZD326
2015年4月7日,晴/晴,11℃/1℃,北风≤3级/南风≤3级,ZD250
2015年4月7日,晴/晴,10℃/3℃,北风4-5级/北风3-4级,ZD190
2015年4月8日,晴/多云,16℃/7℃,南风3-4级/南风3-4级,ZD111
2015年4月8日,晴/晴,17℃/5℃,南风3-4级/南风≤3级,ZD326
2015年4月8日,晴/晴,16℃/4℃,南风3-4级/南风3-4级,ZD250
2015年4月8日,晴/晴,10℃/5℃,北风3-4级/南风3-4级,ZD190
2015年4月9日,阴/多云,17℃/9℃,南风3-4级/南风3-4级,ZD111
2015年4月9日,多云/多云,17℃/6℃,南风3-4级/南风3-4级,ZD326
2015年4月9日,晴/晴,17℃/6℃,南风3-4级/南风3-4级,ZD250
2015年4月9日,多云/晴,11℃/6℃,南风3-4级/南风3-4级,ZD190
2015年4月10日,晴/晴,21℃/13℃,南风≤3级/南风≤3级,ZD111
2015年4月10日,晴/晴,21℃/9℃,南风≤3级/南风≤3级,ZD326
2015年4月10日,晴/多云,20℃/8℃,南风3-4级/南风3-4级,ZD250
2015年4月10日,晴/多云,13℃/7℃,南风3-4级/南风3-4级,ZD190
2015年4月11日,多云/雷阵雨,23℃/2℃,南风4-5级/南风4-5级,ZD111
2015年4月11日,晴/雷阵雨,23℃/2℃,南风3-4级/南风4-5级,ZD326
2015年4月11日,多云/小雨,20℃/8℃,南风4-5级/南风4-5级,ZD250
2015年4月11日,多云/多云,11℃/9℃,南风3-4级/南风3-4级,ZD190
2015年4月12日,雨夹雪/雨夹雪,9℃/1℃,北风4-5级/北风4-5级,ZD111
2015年4月12日,雷阵雨/阵雨,15℃/2℃,北风4-5级/北风3-4级,ZD326
2015年4月12日,小到中雨/阵雨,15℃/6℃,北风4-5级/北风4-5级,ZD250
2015年4月12日,雷阵雨/中雨,11℃/7℃,北风4-5级/东北风5-6级,ZD190
2015年4月13日,小雨/晴,12℃/4℃,北风4-5级/北风≤3级,ZD111
2015年4月13日,阵雨/晴,12℃/2℃,北风3-4级/北风3-4级,ZD326
2015年4月13日,小雨/多云,11℃/4℃,北风3-4级/北风3-4级,ZD250
2015年4月13日,阵雨/多云,9℃/5℃,东北风5-6级/东北风4-5级,ZD190
2015年4月14日,晴/晴,21℃/14℃,南风3-4级/南风3-4级,ZD111
2015年4月14日,晴/晴,21℃/9℃,南风3-4级/南风3-4级,ZD326
2015年4月14日,晴/晴,20℃/9℃,南风3-4级/南风3-4级,ZD250
2015年4月14日,多云/晴,17℃/7℃,南风4-5级/西南风4-5级,ZD190
2015年4月15日,多云/晴,27℃/13℃,南风4-5级/南风3-4级,ZD111
2015年4月15日,多云/多云,27℃/11℃,南风4-5级/西南风4-5级,ZD326
2015年4月15日,晴/晴,25℃/11℃,南风3-4级/南风4-5级,ZD250
2015年4月15日,晴/多云,15℃/11℃,西南风4-5级/南风5-6级,ZD190
2015年4月16日,晴/晴,23℃/11℃,北风3-4级/南风≤3级,ZD111
2015年4月16日,晴/晴,22℃/8℃,北风3-4级/南风3-4级,ZD326
2015年4月16日,多云/晴,21℃/8℃,北风4-5级/北风3-4级,ZD250
2015年4月16日,晴/晴,17℃/7℃,北风5-6级/北风3-4级,ZD190
2015年4月17日,晴/多云,24℃/13℃,南风≤3级/南风≤3级,ZD111
2015年4月17日,多云/多云,25℃/12℃,南风3-4级/南风3-4级,ZD326
2015年4月17日,多云/多云,24℃/10℃,南风3-4级/南风3-4级,ZD250
2015年4月17日,晴/多云,14℃/11℃,南风3-4级/南风4-5级,ZD190
2015年4月18日,小雨/中雨,21℃/10℃,东北风3-4级/东北风3-4级,ZD111
2015年4月18日,小雨/小雨,23℃/10℃,北风3-4级/北风3-4级,ZD326
2015年4月18日,阵雨/小雨,20℃/7℃,北风3-4级/北风4-5级,ZD250
2015年4月18日,雾/小雨,14℃/11℃,东南风4-5级/东南风4-5级,ZD190
2015年4月19日,小雨/多云,13℃/6℃,北风3-4级/北风≤3级,ZD111
2015年4月19日,小雨/多云,11℃/5℃,东北风3-4级/东北风≤3级,ZD326
2015年4月19日,小雨/小雨,13℃/7℃,北风4-5级/北风3-4级,ZD250
2015年4月19日,小雨/阵雨,13℃/9℃,北风4-5级/北风5-6级,ZD190
2015年4月20日,晴/晴,20℃/10℃,北风≤3级/南风≤3级,ZD111
2015年4月20日,晴/晴,20℃/6℃,南风≤3级/南风3-4级,ZD326
2015年4月20日,多云/晴,19℃/7℃,北风3-4级/北风3-4级,ZD250
2015年4月20日,晴/晴,18℃/9℃,北风5-6级/西南风3-4级,ZD190
2015年4月21日,晴/晴,23℃/12℃,南风3-4级/北风3-4级,ZD111
2015年4月21日,晴/多云,23℃/9℃,南风3-4级/南风3-4级,ZD326
2015年4月21日,晴/多云,22℃/8℃,南风3-4级/南风3-4级,ZD250
2015年4月21日,多云/多云,17℃/12℃,西南风3-4级/北风4-5级,ZD190
2015年4月22日,晴/晴,26℃/16℃,北风≤3级/南风3-4级,ZD111
2015年4月22日,晴/晴,24℃/13℃,南风3-4级/南风3-4级,ZD326
2015年4月22日,晴/晴,24℃/13℃,北风≤3级/南风3-4级,ZD250
2015年4月22日,晴/晴,20℃/12℃,北风3-4级/西南风3-4级,ZD190
2015年4月23日,晴/晴,30℃/15℃,南风4-5级/东北风≤3级,ZD111
2015年4月23日,晴/晴,30℃/12℃,南风3-4级/南风3-4级,ZD326
2015年4月23日,晴/晴,29℃/12℃,南风3-4级/南风3-4级,ZD250
2015年4月23日,晴/多云,20℃/12℃,南风3-4级/东北风3-4级,ZD190
2015年4月24日,晴/晴,27℃/17℃,东北风≤3级/南风≤3级,ZD111
2015年4月24日,晴/晴,27℃/14℃,南风3-4级/南风3-4级,ZD326
2015年4月24日,晴/晴,27℃/13℃,南风3-4级/南风3-4级,ZD250
2015年4月24日,晴/晴,18℃/11℃,北风3-4级/南风3-4级,ZD190
2015年4月25日,晴/晴,30℃/21℃,南风3-4级/南风3-4级,ZD111
2015年4月25日,晴/晴,31℃/17℃,南风3-4级/南风3-4级,ZD326
2015年4月25日,晴/晴,31℃/17℃,南风3-4级/南风3-4级,ZD250
2015年4月25日,晴/晴,20℃/15℃,南风3-4级/南风4-5级,ZD190
2015年4月26日,晴/多云,31℃/22℃,南风3-4级/南风3-4级,ZD111
2015年4月26日,晴/晴,30℃/18℃,南风3-4级/南风3-4级,ZD326
2015年4月26日,晴/晴,32℃/16℃,南风3-4级/南风3-4级,ZD250
2015年4月26日,晴/雾,21℃/13℃,南风4-5级/南风4-5级,ZD190
2015年4月27日,多云/雷阵雨,30℃/15℃,南风3-4级/南风3-4级,ZD111
2015年4月27日,多云/雷阵雨,30℃/15℃,南风3-4级/南风3-4级,ZD326
2015年4月27日,晴/多云,29℃/14℃,南风3-4级/南风3-4级,ZD250
2015年4月27日,多云/雷阵雨,18℃/14℃,南风4-5级/南风4-5级,ZD190
2015年4月28日,雷阵雨/多云,25℃/13℃,东北风3-4级/东北风≤3级,ZD111
2015年4月28日,雷阵雨/阴,25℃/11℃,北风3-4级/东北风≤3级,ZD326
2015年4月28日,雷阵雨/阴,25℃/14℃,南风3-4级/南风3-4级,ZD250
2015年4月28日,多云/多云,17℃/13℃,南风3-4级/南风3-4级,ZD190
2015年4月29日,晴/晴,25℃/15℃,东北风≤3级/南风≤3级,ZD111
2015年4月29日,晴/晴,25℃/13℃,南风≤3级/南风3-4级,ZD326
2015年4月29日,多云/多云,24℃/13℃,北风3-4级/北风3-4级,ZD250
2015年4月29日,晴/晴,20℃/13℃,南风3-4级/南风3-4级,ZD190
2015年4月30日,晴/晴,28℃/19℃,南风≤3级/南风≤3级,ZD111
2015年4月30日,晴/晴,29℃/16℃,南风3-4级/南风3-4级,ZD326
2015年4月30日,晴/晴,26℃/15℃,南风3-4级/南风3-4级,ZD250
2015年4月30日,多云/雾,19℃/13℃,南风3-4级/南风3-4级,ZD190
2015年5月1日,多云/小雨,29℃/16℃,南风3-4级/南风≤3级,ZD111
2015年5月1日,多云/小雨,30℃/16℃,南风3-4级/南风3-4级,ZD326
2015年5月1日,晴/多云,30℃/16℃,南风3-4级/南风3-4级,ZD250
2015年5月1日,晴/多云,18℃/13℃,南风3-4级/南风3-4级,ZD190
2015年5月2日,多云/晴,24℃/15℃,北风≤3级/南风≤3级,ZD111
2015年5月2日,多云/多云,24℃/13℃,北风3-4级/北风3-4级,ZD326
2015年5月2日,多云/多云,24℃/13℃,北风3-4级/北风3-4级,ZD250
2015年5月2日,多云/多云,18℃/13℃,南风3-4级/南风3-4级,ZD190
2015年5月3日,晴/多云,24℃/13℃,北风≤3级/北风3-4级,ZD111
2015年5月3日,多云/多云,24℃/12℃,北风≤3级/北风≤3级,ZD326
2015年5月3日,晴/多云,26℃/12℃,北风3-4级/北风3-4级,ZD250
2015年5月3日,晴/多云,23℃/13℃,北风3-4级/北风4-5级,ZD190
2015年5月4日,晴/晴,24℃/16℃,北风3-4级/南风3-4级,ZD111
2015年5月4日,晴/晴,23℃/12℃,北风≤3级/南风3-4级,ZD326
2015年5月4日,晴/晴,24℃/12℃,北风3-4级/北风3-4级,ZD250
2015年5月4日,晴/晴,21℃/13℃,北风4-5级/南风4-5级,ZD190
2015年5月5日,多云/雷阵雨,29℃/15℃,南风4-5级/东北风3-4级,ZD111
2015年5月5日,多云/雷阵雨,29℃/15℃,南风3-4级/南风3-4级,ZD326
2015年5月5日,多云/阴,30℃/14℃,南风4-5级/南风3-4级,ZD250
2015年5月5日,晴/晴,20℃/15℃,南风3-4级/南风3-4级,ZD190
2015年5月6日,雷阵雨/雷阵雨,25℃/15℃,东北风3-4级/东北风≤3级,ZD111
2015年5月6日,雷阵雨/雷阵雨,24℃/13℃,南风3-4级/南风≤3级,ZD326
2015年5月6日,雷阵雨/雷阵雨,25℃/15℃,北风3-4级/北风3-4级,ZD250
2015年5月6日,多云/多云,19℃/14℃,南风3-4级/南风3-4级,ZD190
2015年5月7日,阴/多云,24℃/16℃,北风≤3级/南风≤3级,ZD111
2015年5月7日,阴/多云,24℃/13℃,北风3-4级/南风3-4级,ZD326
2015年5月7日,阵雨/多云,24℃/14℃,北风3-4级/南风3-4级,ZD250
2015年5月7日,雷阵雨/多云,21℃/14℃,南风3-4级/北风3-4级,ZD190
2015年5月8日,多云/多云,26℃/14℃,南风≤3级/南风≤3级,ZD111
2015年5月8日,多云/多云,26℃/14℃,南风3-4级/南风3-4级,ZD326
2015年5月8日,阵雨/阴,23℃/11℃,南风3-4级/南风3-4级,ZD250
2015年5月8日,阴/雾,18℃/12℃,东南风3-4级/南风3-4级,ZD190
2015年5月9日,雷阵雨/多云,20℃/14℃,东北风≤3级/北风≤3级,ZD111
2015年5月9日,阴/多云,23℃/11℃,南风3-4级/南风3-4级,ZD326
2015年5月9日,阴/雷阵雨,24℃/12℃,北风3-4级/南风3-4级,ZD250
2015年5月9日,晴/多云,18℃/12℃,南风3-4级/南风3-4级,ZD190
2015年5月10日,雷阵雨/小到中雨,25℃/11℃,南风3-4级/北风3-4级,ZD111
2015年5月10日,多云/中雨,24℃/11℃,南风3-4级/南风3-4级,ZD326
2015年5月10日,多云/小到中雨,24℃/13℃,南风4-5级/东南风3-4级,ZD250
2015年5月10日,阴/多云,17℃/12℃,南风3-4级/南风3-4级,ZD190
2015年5月11日,小雨/晴,19℃/11℃,北风≤3级/西南风3-4级,ZD111
2015年5月11日,雷阵雨/多云,18℃/10℃,北风3-4级/西南风3-4级,ZD326
2015年5月11日,小到中雨/多云,16℃/10℃,北风3-4级/北风4-5级,ZD250
2015年5月11日,雷阵雨/多云,15℃/10℃,南风4-5级/西北风4-5级,ZD190
2015年5月12日,晴/晴,26℃/17℃,西南风4-5级/西南风4-5级,ZD111
2015年5月12日,晴/晴,26℃/16℃,西南风3-4级/西南风3-4级,ZD326
2015年5月12日,晴/晴,26℃/17℃,南风3-4级/南风3-4级,ZD250
2015年5月12日,晴/晴,23℃/15℃,西风4-5级/西南风4-5级,ZD190
2015年5月13日,晴/晴,31℃/21℃,西南风4-5级/西南风3-4级,ZD111
2015年5月13日,晴/多云,32℃/19℃,南风3-4级/南风3-4级,ZD326
2015年5月13日,晴/多云,32℃/19℃,南风4-5级/南风3-4级,ZD250
2015年5月13日,晴/晴,25℃/17℃,南风4-5级/北风4-5级,ZD190
2015年5月14日,多云/多云,26℃/16℃,北风3-4级/东北风≤3级,ZD111
2015年5月14日,多云/多云,25℃/15℃,北风3-4级/北风3-4级,ZD326
2015年5月14日,多云/多云,26℃/15℃,北风3-4级/北风3-4级,ZD250
2015年5月14日,晴/多云,26℃/17℃,南风3-4级/北风3-4级,ZD190
2015年5月15日,多云/晴,25℃/14℃,东北风3-4级/南风≤3级,ZD111
2015年5月15日,多云/晴,24℃/10℃,北风3-4级/北风3-4级,ZD326
2015年5月15日,多云/晴,25℃/12℃,北风4-5级/北风3-4级,ZD250
2015年5月15日,晴/晴,24℃/14℃,北风4-5级/北风3-4级,ZD190
2015年5月16日,晴/晴,27℃/20℃,南风≤3级/南风3-4级,ZD111
2015年5月16日,晴/晴,27℃/18℃,南风3-4级/南风3-4级,ZD326
2015年5月16日,多云/晴,27℃/16℃,南风3-4级/南风3-4级,ZD250
2015年5月16日,晴/晴,24℃/15℃,南风3-4级/南风3-4级,ZD190
2015年5月17日,多云/多云,30℃/23℃,西南风4-5级/南风4-5级,ZD111
2015年5月17日,多云/多云,31℃/20℃,南风4-5级/南风3-4级,ZD326
2015年5月17日,多云/多云,30℃/19℃,南风4-5级/南风4-5级,ZD250
2015年5月17日,多云/多云,20℃/16℃,南风3-4级/南风4-5级,ZD190
2015年5月18日,晴/晴,30℃/19℃,北风≤3级/北风≤3级,ZD111
2015年5月18日,阴/晴,30℃/14℃,北风≤3级/北风≤3级,ZD326
2015年5月18日,多云/晴,31℃/15℃,北风3-4级/北风3-4级,ZD250
