日期,天气状况,气温,风力风向,地区
2015年9月29日,多云/多云,25℃/19℃,东北风4-5级/东北风3-4级,ZD190
2015年9月30日,多云/小雨,26℃/16℃,南风≤3级/西北风3-4级,ZD111
2015年9月30日,多云/小雨,26℃/15℃,南风3-4级/北风3-4级,ZD326
2015年9月30日,多云/小雨,25℃/18℃,南风3-4级/南风3-4级,ZD250
2015年9月30日,小雨/小雨,23℃/17℃,东南风3-4级/东南风4-5级,ZD190
2015年10月1日,晴/晴,22℃/14℃,西北风4-5级/南风≤3级,ZD111
2015年10月1日,多云/晴,21℃/10℃,北风3-4级/北风3-4级,ZD326
2015年10月1日,多云/晴,20℃/12℃,北风3-4级/北风4-5级,ZD250
2015年10月1日,阴/晴,20℃/14℃,北风5-6级/西北风5-6级,ZD190
2015年10月2日,晴/晴,26℃/14℃,南风≤3级/南风≤3级,ZD111
2015年10月2日,晴/晴,27℃/12℃,南风≤3级/南风≤3级,ZD326
2015年10月2日,晴/晴,27℃/12℃,南风3-4级/南风3-4级,ZD250
2015年10月2日,晴/晴,25℃/17℃,西南风3-4级/南风3-4级,ZD190
2015年10月3日,晴/晴,27℃/17℃,南风≤3级/南风≤3级,ZD111
2015年10月3日,晴/晴,27℃/16℃,南风≤3级/南风≤3级,ZD326
2015年10月3日,晴/晴,27℃/15℃,南风3-4级/南风3-4级,ZD250
2015年10月3日,多云/多云,24℃/19℃,南风3-4级/南风3-4级,ZD190
2015年10月4日,多云/多云,28℃/18℃,南风≤3级/南风≤3级,ZD111
2015年10月4日,晴/晴,28℃/16℃,南风≤3级/南风≤3级,ZD326
2015年10月4日,晴/晴,27℃/17℃,南风3-4级/南风3-4级,ZD250
2015年10月4日,多云/多云,24℃/19℃,南风3-4级/南风3-4级,ZD190
2015年10月5日,晴/晴,28℃/17℃,南风≤3级/南风≤3级,ZD111
2015年10月5日,晴/晴,28℃/15℃,南风≤3级/南风≤3级,ZD326
2015年10月5日,晴/晴,28℃/16℃,南风3-4级/南风3-4级,ZD250
2015年10月5日,晴/多云,24℃/19℃,南风3-4级/南风3-4级,ZD190
2015年10月6日,多云/阴,27℃/19℃,南风≤3级/南风≤3级,ZD111
2015年10月6日,晴/多云,28℃/19℃,南风≤3级/南风≤3级,ZD326
2015年10月6日,晴/多云,28℃/17℃,南风3-4级/南风3-4级,ZD250
2015年10月6日,晴/多云,23℃/19℃,南风3-4级/南风3-4级,ZD190
2015年10月7日,多云/多云,25℃/14℃,南风≤3级/南风≤3级,ZD111
2015年10月7日,阴/多云,26℃/14℃,南风≤3级/南风≤3级,ZD326
2015年10月7日,多云/阴,25℃/14℃,南风3-4级/南风3-4级,ZD250
2015年10月7日,阵雨/阴,22℃/16℃,南风3-4级/南风3-4级,ZD190
2015年10月8日,晴/晴,20℃/11℃,北风3-4级/南风≤3级,ZD111
2015年10月8日,晴/晴,21℃/9℃,北风≤3级/北风≤3级,ZD326
2015年10月8日,多云/晴,21℃/10℃,北风3-4级/南风3-4级,ZD250
2015年10月8日,多云/多云,22℃/13℃,北风5-6级/北风4-5级,ZD190
2015年10月9日,晴/晴,23℃/10℃,南风3-4级/南风≤3级,ZD111
2015年10月9日,晴/多云,23℃/8℃,南风3-4级/南风3-4级,ZD326
2015年10月9日,多云/多云,23℃/9℃,北风3-4级/南风4-5级,ZD250
2015年10月9日,晴/晴,22℃/13℃,西南风4-5级/西南风4-5级,ZD190
2015年10月10日,晴/晴,17℃/8℃,北风3-4级/北风≤3级,ZD111
2015年10月10日,多云/晴,17℃/7℃,北风3-4级/北风3-4级,ZD326
2015年10月10日,多云/晴,17℃/9℃,北风4-5级/西北风3-4级,ZD250
2015年10月10日,晴/多云,17℃/11℃,北风4-5级/北风5-6级,ZD190
2015年10月11日,晴/晴,21℃/10℃,北风3-4级/北风≤3级,ZD111
2015年10月11日,晴/晴,21℃/7℃,北风3-4级/北风≤3级,ZD326
2015年10月11日,晴/晴,19℃/9℃,西北风3-4级/北风3-4级,ZD250
2015年10月11日,晴/晴,19℃/12℃,北风4-5级/北风4-5级,ZD190
2015年10月12日,晴/晴,23℃/12℃,北风≤3级/南风≤3级,ZD111
2015年10月12日,晴/晴,23℃/8℃,南风≤3级/南风≤3级,ZD326
2015年10月12日,晴/晴,22℃/10℃,南风3-4级/北风3-4级,ZD250
2015年10月12日,晴/晴,22℃/14℃,北风3-4级/北风3-4级,ZD190
2015年10月13日,晴/多云,26℃/16℃,南风≤3级/南风≤3级,ZD111
2015年10月13日,晴/晴,27℃/12℃,南风≤3级/南风≤3级,ZD326
2015年10月13日,晴/晴,26℃/12℃,南风3-4级/南风3-4级,ZD250
2015年10月13日,晴/晴,23℃/17℃,北风3-4级/西南风3-4级,ZD190
2015年10月14日,多云/多云,25℃/17℃,南风3-4级/南风≤3级,ZD111
2015年10月14日,多云/多云,26℃/13℃,南风≤3级/南风≤3级,ZD326
2015年10月14日,多云/多云,27℃/13℃,南风3-4级/南风3-4级,ZD250
2015年10月14日,晴/多云,23℃/18℃,南风3-4级/南风3-4级,ZD190
2015年10月15日,晴/晴,26℃/13℃,北风≤3级/南风≤3级,ZD111
2015年10月15日,多云/晴,26℃/11℃,南风≤3级/北风≤3级,ZD326
2015年10月15日,多云/多云,26℃/14℃,南风3-4级/北风≤3级,ZD250
2015年10月15日,多云/多云,22℃/17℃,南风3-4级/南风3-4级,ZD190
2015年10月16日,晴/晴,28℃/17℃,南风≤3级/南风≤3级,ZD111
2015年10月16日,晴/多云,28℃/14℃,南风≤3级/南风≤3级,ZD326
2015年10月16日,晴/多云,27℃/14℃,南风3-4级/南风≤3级,ZD250
2015年10月16日,晴/雾,23℃/17℃,南风3-4级/南风3-4级,ZD190
2015年10月17日,晴/多云,28℃/17℃,南风3-4级/南风≤3级,ZD111
2015年10月17日,多云/多云,28℃/14℃,南风≤3级/南风≤3级,ZD326
2015年10月17日,多云/多云,28℃/14℃,南风≤3级/南风3-4级,ZD250
2015年10月17日,晴/雾,23℃/18℃,南风3-4级/南风3-4级,ZD190
2015年10月18日,多云/阴,24℃/14℃,北风3-4级/北风3-4级,ZD111
2015年10月18日,多云/多云,23℃/12℃,东北风3-4级/北风≤3级,ZD326
2015年10月18日,多云/多云,23℃/14℃,北风3-4级/北风3-4级,ZD250
2015年10月18日,晴/多云,22℃/17℃,东北风3-4级/东南风3-4级,ZD190
2015年10月19日,多云/多云,25℃/15℃,南风≤3级/南风≤3级,ZD111
2015年10月19日,多云/多云,25℃/12℃,南风≤3级/南风≤3级,ZD326
2015年10月19日,多云/多云,26℃/14℃,南风3-4级/南风≤3级,ZD250
2015年10月19日,多云/晴,22℃/17℃,南风3-4级/南风3-4级,ZD190
2015年10月20日,多云/霾,25℃/15℃,南风≤3级/南风≤3级,ZD111
2015年10月20日,晴/晴,25℃/12℃,南风≤3级/南风≤3级,ZD326
2015年10月20日,晴/晴,26℃/13℃,南风3-4级/南风3-4级,ZD250
2015年10月20日,晴/晴,22℃/17℃,南风3-4级/南风3-4级,ZD190
2015年10月21日,晴/多云,25℃/13℃,南风≤3级/北风3-4级,ZD111
2015年10月21日,晴/多云,24℃/12℃,东北风≤3级/东北风≤3级,ZD326
2015年10月21日,多云/多云,25℃/12℃,北风3-4级/南风3-4级,ZD250
2015年10月21日,晴/晴,22℃/17℃,东南风3-4级/东北风3-4级,ZD190
2015年10月22日,多云/阴,20℃/13℃,北风≤3级/北风≤3级,ZD111
2015年10月22日,多云/多云,22℃/12℃,东北风≤3级/南风≤3级,ZD326
2015年10月22日,多云/多云,23℃/14℃,南风3-4级/北风3-4级,ZD250
2015年10月22日,多云/多云,21℃/16℃,东北风3-4级/南风3-4级,ZD190
2015年10月23日,阴/阴,18℃/11℃,南风≤3级/北风≤3级,ZD111
2015年10月23日,多云/多云,19℃/11℃,南风≤3级/南风3-4级,ZD326
2015年10月23日,多云/阴,22℃/13℃,北风3-4级/北风3-4级,ZD250
2015年10月23日,多云/多云,21℃/17℃,南风3-4级/南风3-4级,ZD190
2015年10月24日,多云/多云,19℃/11℃,北风3-4级/东北风3-4级,ZD111
2015年10月24日,晴/多云,19℃/8℃,北风3-4级/东北风3-4级,ZD326
2015年10月24日,多云/多云,21℃/11℃,北风3-4级/北风3-4级,ZD250
2015年10月24日,晴/晴,22℃/13℃,北风4-5级/北风3-4级,ZD190
2015年10月25日,多云/小雨,17℃/11℃,东北风3-4级/西南风≤3级,ZD111
2015年10月25日,多云/小雨,17℃/11℃,东北风≤3级/南风≤3级,ZD326
2015年10月25日,多云/阴,17℃/11℃,北风3-4级/南风3-4级,ZD250
2015年10月25日,多云/多云,17℃/13℃,北风3-4级/南风3-4级,ZD190
2015年10月26日,小雨/多云,16℃/6℃,北风≤3级/北风≤3级,ZD111
2015年10月26日,小雨/多云,15℃/4℃,北风≤3级/北风≤3级,ZD326
2015年10月26日,小雨/小雨,16℃/7℃,南风3-4级/北风3-4级,ZD250
2015年10月26日,小雨/阵雨,17℃/10℃,北风3-4级/北风5-6级,ZD190
2015年10月27日,晴/晴,17℃/7℃,南风≤3级/南风≤3级,ZD111
2015年10月27日,晴/晴,17℃/4℃,北风≤3级/北风≤3级,ZD326
2015年10月27日,多云/晴,17℃/6℃,北风3-4级/西北风3-4级,ZD250
2015年10月27日,晴/晴,17℃/11℃,北风4-5级/北风3-4级,ZD190
2015年10月28日,晴/晴,19℃/8℃,南风≤3级/北风≤3级,ZD111
2015年10月28日,晴/晴,19℃/6℃,南风≤3级/南风≤3级,ZD326
2015年10月28日,晴/晴,18℃/6℃,北风3-4级/北风3-4级,ZD250
2015年10月28日,晴/晴,17℃/11℃,北风3-4级/北风3-4级,ZD190
2015年10月29日,晴/晴,14℃/4℃,北风≤3级/北风≤3级,ZD111
2015年10月29日,多云/晴,15℃/0℃,北风3-4级/北风≤3级,ZD326
2015年10月29日,晴/晴,14℃/3℃,北风3-4级/北风3-4级,ZD250
2015年10月29日,晴/晴,17℃/7℃,北风3-4级/北风4-5级,ZD190
2015年10月30日,晴/晴,13℃/3℃,北风≤3级/南风≤3级,ZD111
2015年10月30日,晴/晴,13℃/0℃,北风≤3级/北风≤3级,ZD326
2015年10月30日,晴/晴,13℃/3℃,北风3-4级/北风3-4级,ZD250
2015年10月30日,晴/晴,14℃/7℃,北风4-5级/北风3-4级,ZD190
2015年10月31日,多云/阵雨,15℃/8℃,南风≤3级/南风≤3级,ZD111
2015年10月31日,晴/阵雨,16℃/6℃,南风≤3级/南风≤3级,ZD326
2015年10月31日,多云/多云,15℃/8℃,北风3-4级/南风3-4级,ZD250
2015年10月31日,晴/多云,14℃/10℃,北风3-4级/北风3-4级,ZD190
2015年11月1日,阴/晴,15℃/7℃,南风≤3级/南风≤3级,ZD111
2015年11月1日,阴/多云,14℃/3℃,南风≤3级/南风≤3级,ZD326
2015年11月1日,阴/多云,14℃/6℃,南风3-4级/南风3-4级,ZD250
2015年11月1日,阴/多云,15℃/10℃,西北风3-4级/南风3-4级,ZD190
2015年11月2日,晴/晴,19℃/11℃,南风≤3级/南风3-4级,ZD111
2015年11月2日,晴/晴,20℃/8℃,南风≤3级/南风3-4级,ZD326
2015年11月2日,晴/晴,19℃/6℃,南风3-4级/南风3-4级,ZD250
2015年11月2日,晴/晴,17℃/12℃,北风3-4级/南风3-4级,ZD190
2015年11月3日,晴/晴,20℃/12℃,南风3-4级/南风3-4级,ZD111
2015年11月3日,多云/多云,22℃/8℃,南风3-4级/南风≤3级,ZD326
2015年11月3日,晴/晴,20℃/8℃,南风3-4级/南风3-4级,ZD250
2015年11月3日,晴/晴,18℃/14℃,南风3-4级/南风3-4级,ZD190
2015年11月4日,晴/多云,19℃/9℃,南风≤3级/南风≤3级,ZD111
2015年11月4日,多云/多云,19℃/7℃,南风≤3级/东风≤3级,ZD326
2015年11月4日,晴/多云,20℃/10℃,南风3-4级/东南风3-4级,ZD250
2015年11月4日,阴/阵雨,18℃/16℃,南风3-4级/东南风3-4级,ZD190
2015年11月5日,小雨/中雨,18℃/6℃,东北风3-4级/东北风4-5级,ZD111
2015年11月5日,小雨/中雨,18℃/7℃,东风3-4级/东北风3-4级,ZD326
2015年11月5日,多云/中雨,17℃/10℃,东北风3-4级/东北风4-5级,ZD250
2015年11月5日,小雨/中雨,18℃/14℃,东南风3-4级/东南风4-5级,ZD190
2015年11月6日,中雨/小雨,9℃/5℃,东北风4-5级/东北风3-4级,ZD111
2015年11月6日,中雨/中雨,11℃/7℃,东北风3-4级/东北风3-4级,ZD326
2015年11月6日,中雨/小到中雨,12℃/10℃,北风3-4级/北风4-5级,ZD250
2015年11月6日,中到大雨/小雨,16℃/14℃,东风5-6级/北风5-6级,ZD190
2015年11月7日,小雨/小雨,9℃/5℃,东北风3-4级/东北风3-4级,ZD111
2015年11月7日,小雨/小雨,10℃/6℃,东北风3-4级/东北风3-4级,ZD326
2015年11月7日,小雨/小雨,12℃/10℃,北风3-4级/北风3-4级,ZD250
2015年11月7日,阵雨/阵雨,16℃/12℃,北风4-5级/北风4-5级,ZD190
2015年11月8日,阵雨/阴,10℃/3℃,北风3-4级/北风≤3级,ZD111
2015年11月8日,阴/多云,11℃/1℃,北风≤3级/北风≤3级,ZD326
2015年11月8日,多云/多云,12℃/3℃,北风3-4级/北风3-4级,ZD250
2015年11月8日,阴/雾,15℃/7℃,北风4-5级/北风4-5级,ZD190
2015年11月9日,晴/晴,14℃/3℃,北风≤3级/南风≤3级,ZD111
2015年11月9日,晴/多云,14℃/0℃,南风≤3级/北风≤3级,ZD326
2015年11月9日,多云/多云,13℃/2℃,北风3-4级/北风3-4级,ZD250
2015年11月9日,多云/晴,13℃/5℃,北风3-4级/北风4-5级,ZD190
2015年11月10日,多云/雾,13℃/4℃,南风≤3级/东风≤3级,ZD111
2015年11月10日,多云/多云,13℃/2℃,南风≤3级/东风≤3级,ZD326
2015年11月10日,多云/多云,12℃/5℃,南风3-4级/南风3-4级,ZD250
2015年11月10日,晴/晴,11℃/7℃,北风3-4级/北风3-4级,ZD190
2015年11月11日,霾/霾,10℃/5℃,东风≤3级/东风≤3级,ZD111
2015年11月11日,多云/多云,12℃/3℃,东风≤3级/东风≤3级,ZD326
2015年11月11日,多云/多云,12℃/5℃,南风3-4级/东风3-4级,ZD250
2015年11月11日,多云/多云,12℃/8℃,北风3-4级/北风3-4级,ZD190
2015年11月12日,霾/小雨,11℃/6℃,东风≤3级/北风≤3级,ZD111
2015年11月12日,多云/小雨,12℃/6℃,东风≤3级/东风≤3级,ZD326
2015年11月12日,多云/小雨,12℃/7℃,东风3-4级/东北风3-4级,ZD250
2015年11月12日,多云/阵雨,14℃/11℃,北风3-4级/东北风3-4级,ZD190
2015年11月13日,小雨/雾,9℃/6℃,北风≤3级/北风≤3级,ZD111
2015年11月13日,小雨/小雨,9℃/7℃,东北风≤3级/北风≤3级,ZD326
2015年11月13日,小雨/小雨,11℃/8℃,北风3-4级/北风3-4级,ZD250
2015年11月13日,小雨/阴,14℃/10℃,东北风3-4级/北风3-4级,ZD190
2015年11月14日,雾/雾,13℃/7℃,南风≤3级/南风≤3级,ZD111
2015年11月14日,阴/多云,13℃/7℃,北风≤3级/南风≤3级,ZD326
2015年11月14日,阴/多云,14℃/7℃,北风3-4级/南风≤3级,ZD250
2015年11月14日,晴/多云,14℃/12℃,北风3-4级/南风3-4级,ZD190
2015年11月15日,多云/小雨,14℃/7℃,南风≤3级/北风≤3级,ZD111
2015年11月15日,多云/小雨,13℃/7℃,北风≤3级/东北风≤3级,ZD326
2015年11月15日,阴/小雨,15℃/9℃,南风≤3级/北风3-4级,ZD250
2015年11月15日,阴/小雨,15℃/11℃,北风3-4级/北风3-4级,ZD190
2015年11月16日,雾/雾,11℃/5℃,北风≤3级/东北风≤3级,ZD111
2015年11月16日,阴/多云,11℃/4℃,北风≤3级/东北风≤3级,ZD326
2015年11月16日,小雨/多云,12℃/9℃,北风3-4级/北风3-4级,ZD250
2015年11月16日,阵雨/阴,14℃/8℃,北风4-5级/北风4-5级,ZD190
2015年11月17日,多云/小雨,11℃/5℃,东北风3-4级/东北风≤3级,ZD111
2015年11月17日,多云/小雨,11℃/4℃,东北风≤3级/东北风≤3级,ZD326
2015年11月17日,多云/多云,12℃/6℃,北风3-4级/北风3-4级,ZD250
2015年11月17日,晴/多云,13℃/7℃,北风4-5级/北风4-5级,ZD190
2015年11月18日,多云/多云,10℃/4℃,东北风≤3级/北风≤3级,ZD111
2015年11月18日,阴/多云,10℃/1℃,东北风≤3级/东北风≤3级,ZD326
2015年11月18日,多云/多云,10℃/3℃,北风3-4级/东北风3-4级,ZD250
2015年11月18日,阴/多云,11℃/6℃,北风5-6级/北风3-4级,ZD190
2015年11月19日,多云/阴,10℃/6℃,东风≤3级/东风≤3级,ZD111
2015年11月19日,多云/多云,11℃/5℃,东北风≤3级/东北风≤3级,ZD326
2015年11月19日,多云/多云,12℃/5℃,东风3-4级/东风3-4级,ZD250
2015年11月19日,多云/多云,12℃/6℃,北风3-4级/北风3-4级,ZD190
2015年11月20日,阴/小雨,11℃/7℃,东风≤3级/东北风≤3级,ZD111
2015年11月20日,多云/多云,10℃/7℃,东北风≤3级/东北风3-4级,ZD326
2015年11月20日,多云/多云,11℃/7℃,东风3-4级/东南风3-4级,ZD250
2015年11月20日,多云/多云,10℃/8℃,东北风4-5级/东南风3-4级,ZD190
2015年11月21日,小雨/小雨,9℃/5℃,东北风≤3级/东北风3-4级,ZD111
2015年11月21日,小雨/小雨,10℃/6℃,东北风3-4级/东北风≤3级,ZD326
2015年11月21日,小雨/小雨,10℃/6℃,东风3-4级/东北风3-4级,ZD250
2015年11月21日,阴/阵雨,12℃/7℃,东北风3-4级/东南风3-4级,ZD190
2015年11月22日,小雨/小雨,6℃/1℃,东北风3-4级/东北风4-5级,ZD111
2015年11月22日,小雨/小雨,7℃/1℃,东北风3-4级/东北风3-4级,ZD326
2015年11月22日,小雨/小雨,8℃/3℃,北风3-4级/北风4-5级,ZD250
2015年11月22日,小雨/阵雨,12℃/5℃,北风4-5级/北风4-5级,ZD190
2015年11月23日,雨夹雪/大雪,3℃/-2℃,东北风4-5级/东北风4-5级,ZD111
2015年11月23日,小雨/小雪,2℃/-3℃,东北风4-5级/北风3-4级,ZD326
2015年11月23日,小雨/雨夹雪,5℃/-1℃,北风4-5级/北风4-5级,ZD250
2015年11月23日,多云/阴,6℃/0℃,北风5-6级/北风5-6级,ZD190
2015年11月24日,中雪/小雪,-1℃/-6℃,北风3-4级/北风≤3级,ZD111
2015年11月24日,中雪/小雪,0℃/-7℃,北风4-5级/北风4-5级,ZD326
2015年11月24日,小雪/小雪,2℃/-4℃,北风4-5级/北风3-4级,ZD250
2015年11月24日,雨夹雪/阴,2℃/-2℃,北风5-6级/北风5-6级,ZD190
2015年11月25日,中雪/多云,-2℃/-10℃,北风≤3级/北风3-4级,ZD111
2015年11月25日,小雪/阴,-1℃/-10℃,北风3-4级/北风3-4级,ZD326
2015年11月25日,小雪/小雪,0℃/-8℃,北风3-4级/北风3-4级,ZD250
2015年11月25日,阵雪/阵雪,1℃/-3℃,北风5-6级/北风4-5级,ZD190
2015年11月26日,晴/晴,-2℃/-9℃,北风3-4级/北风≤3级,ZD111
2015年11月26日,多云/晴,-2℃/-11℃,北风3-4级/北风≤3级,ZD326
2015年11月26日,多云/晴,-2℃/-10℃,北风3-4级/北风3-4级,ZD250
2015年11月26日,阴/阴,-1℃/-5℃,北风5-6级/北风5-6级,ZD190
2015年11月27日,晴/晴,3℃/-3℃,南风≤3级/南风≤3级,ZD111
2015年11月27日,晴/晴,2℃/-7℃,南风≤3级/南风≤3级,ZD326
2015年11月27日,晴/晴,2℃/-6℃,南风3-4级/南风3-4级,ZD250
2015年11月27日,多云/晴,2℃/1℃,北风4-5级/南风3-4级,ZD190
2015年11月28日,多云/晴,6℃/-2℃,南风≤3级/南风≤3级,ZD111
2015年11月28日,晴/晴,6℃/-3℃,南风≤3级/南风≤3级,ZD326
2015年11月28日,晴/晴,6℃/-3℃,南风3-4级/北风3-4级,ZD250
2015年11月28日,晴/多云,6℃/5℃,南风3-4级/南风3-4级,ZD190
2015年11月29日,晴/霾,7℃/-1℃,南风≤3级/北风≤3级,ZD111
2015年11月29日,多云/多云,7℃/-4℃,北风≤3级/北风≤3级,ZD326
2015年11月29日,晴/多云,6℃/-4℃,北风3-4级/北风3-4级,ZD250
2015年11月29日,多云/晴,9℃/2℃,北风3-4级/北风3-4级,ZD190
2015年11月30日,雾/雾,6℃/2℃,南风≤3级/南风≤3级,ZD111
2015年11月30日,多云/阴,7℃/1℃,南风≤3级/南风≤3级,ZD326
2015年11月30日,晴/多云,7℃/3℃,南风3-4级/南风≤3级,ZD250
2015年11月30日,晴/雾,8℃/3℃,北风3-4级/南风3-4级,ZD190
2015年12月1日,小雨/阴,7℃/1℃,南风≤3级/南风3-4级,ZD111
2015年12月1日,小雨/阴,9℃/0℃,南风≤3级/北风3-4级,ZD326
2015年12月1日,小雨/阴,10℃/2℃,南风3-4级/南风3-4级,ZD250
2015年12月1日,小雨/阵雨,12℃/3℃,南风3-4级/南风3-4级,ZD190
2015年12月2日,多云/晴,7℃/-3℃,西北风3-4级/西北风3-4级,ZD111
2015年12月2日,多云/晴,7℃/-3℃,北风3-4级/北风3-4级,ZD326
2015年12月2日,多云/晴,7℃/-2℃,北风4-5级/西北风3-4级,ZD250
2015年12月2日,多云/晴,7℃/0℃,西北风5-6级/西北风5-6级,ZD190
2015年12月3日,晴/晴,5℃/-2℃,西北风3-4级/北风≤3级,ZD111
2015年12月3日,晴/晴,6℃/-4℃,北风3-4级/北风3-4级,ZD326
2015年12月3日,晴/晴,4℃/-3℃,西北风3-4级/北风4-5级,ZD250
2015年12月3日,晴/多云,4℃/-1℃,西北风5-6级/北风5-6级,ZD190
2015年12月4日,晴/晴,6℃/-1℃,南风≤3级/南风≤3级,ZD111
2015年12月4日,晴/晴,6℃/-4℃,南风≤3级/南风≤3级,ZD326
2015年12月4日,晴/晴,6℃/-2℃,西北风3-4级/南风≤3级,ZD250
2015年12月4日,晴/晴,5℃/0℃,北风5-6级/北风3-4级,ZD190
2015年12月5日,晴/多云,7℃/-1℃,北风≤3级/南风≤3级,ZD111
2015年12月5日,晴/多云,6℃/-3℃,南风≤3级/北风≤3级,ZD326
2015年12月5日,晴/多云,6℃/-3℃,南风≤3级/北风3-4级,ZD250
