"日期","天气状况","气温","风力风向","地区"
"2015年05月19日","多云/多云","27℃/14℃","北风3-4级/北风3-4级","ZD250"
"2015年05月20日","晴/晴","26℃/16℃","北风3-4级/北风3-4级","ZD250"
"2015年05月21日","多云/多云","28℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年05月22日","多云/多云","28℃/14℃","南风3-4级/南风3-4级","ZD250"
"2015年05月23日","晴/多云","30℃/15℃","南风3-4级/南风3-4级","ZD250"
"2015年05月24日","晴/晴","31℃/16℃","南风3-4级/南风3-4级","ZD250"
"2015年05月25日","晴/晴","31℃/17℃","南风3-4级/南风3-4级","ZD250"
"2015年05月26日","晴/晴","32℃/17℃","南风3-4级/南风3-4级","ZD250"
"2015年05月27日","晴/晴","29℃/15℃","南风3-4级/南风3-4级","ZD250"
"2015年05月28日","晴/多云","27℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年05月29日","雷阵雨/阵雨","26℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年05月30日","阴/多云","29℃/17℃","北风3-4级/南风3-4级","ZD250"
"2015年05月31日","晴/晴","31℃/20℃","南风3-4级/南风4-5级","ZD250"
"2015年06月01日","晴/多云","33℃/20℃","南风3-4级/南风4-5级","ZD250"
"2015年06月02日","雷阵雨/多云","32℃/18℃","北风3-4级/北风3-4级","ZD250"
"2015年06月03日","晴/晴","31℃/19℃","南风3-4级/南风3-4级","ZD250"
"2015年06月04日","多云/阵雨","30℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年06月05日","多云/晴","33℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年06月06日","晴/晴","36℃/24℃","西南风4-5级/南风4-5级","ZD250"
"2015年06月07日","多云/多云","34℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年06月08日","多云/多云","30℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年06月09日","晴/晴","35℃/20℃","南风3-4级/西南风3-4级","ZD250"
"2015年06月10日","雷阵雨/雷阵雨","35℃/21℃","南风4-5级/南风4-5级","ZD250"
"2015年06月11日","阴/晴","32℃/19℃","北风3-4级/西风3-4级","ZD250"
"2015年06月12日","多云/多云","33℃/20℃","南风3-4级/北风3-4级","ZD250"
"2015年06月13日","阴/多云","31℃/19℃","北风3-4级/北风3-4级","ZD250"
"2015年06月14日","晴/晴","31℃/18℃","北风3-4级/南风3-4级","ZD250"
"2015年06月15日","晴/多云","32℃/20℃","东风3-4级/南风3-4级","ZD250"
"2015年06月16日","晴/多云","33℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年06月17日","多云/多云","33℃/21℃","南风3-4级/北风3-4级","ZD250"
"2015年06月18日","多云/多云","31℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年06月19日","雷阵雨/阴","29℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年06月20日","多云/晴","29℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年06月21日","晴/晴","31℃/19℃","南风3-4级/南风3-4级","ZD250"
"2015年06月22日","晴/多云","32℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年06月23日","多云/多云","31℃/21℃","南风3-4级/南风3-4级","ZD250"
"2015年06月24日","阴/小到中雨","28℃/20℃","南风3-4级/东南风3-4级","ZD250"
"2015年06月25日","小雨/多云","24℃/19℃","东南风3-4级/东北风3-4级","ZD250"
"2015年06月26日","多云/晴","30℃/19℃","北风3-4级/南风3-4级","ZD250"
"2015年06月27日","多云/多云","31℃/21℃","南风3-4级/南风3-4级","ZD250"
"2015年06月28日","多云/多云","28℃/21℃","南风3-4级/南风3-4级","ZD250"
"2015年06月29日","多云/小雨","28℃/19℃","南风3-4级/南风3-4级","ZD250"
"2015年06月30日","多云/多云","27℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年07月01日","晴/晴","32℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年07月02日","晴/晴","32℃/18℃","北风3-4级/北风3-4级","ZD250"
"2015年07月03日","晴/晴","32℃/16℃","东北风3-4级/东北风3-4级","ZD250"
"2015年07月04日","晴/晴","31℃/19℃","东风3-4级/东南风3-4级","ZD250"
"2015年07月05日","多云/多云","32℃/20℃","东南风3-4级/南风3-4级","ZD250"
"2015年07月06日","雷阵雨/多云","30℃/20℃","南风3-4级/东南风3-4级","ZD250"
"2015年07月07日","多云/多云","31℃/18℃","南风3-4级/东南风3-4级","ZD250"
"2015年07月08日","晴/多云","31℃/19℃","东南风3-4级/东南风3-4级","ZD250"
"2015年07月09日","多云/小雨","32℃/22℃","东南风3-4级/东风3-4级","ZD250"
"2015年07月10日","多云/多云","30℃/22℃","东南风3-4级/南风3-4级","ZD250"
"2015年07月11日","多云/小雨","32℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年07月12日","阵雨/晴","29℃/23℃","北风3-4级/北风3-4级","ZD250"
"2015年07月13日","晴/晴","36℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年07月14日","晴/晴","37℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年07月15日","晴/多云","35℃/23℃","南风3-4级/东南风3-4级","ZD250"
"2015年07月16日","多云/阵雨","28℃/22℃","东南风3-4级/南风3-4级","ZD250"
"2015年07月17日","多云/阵雨","31℃/21℃","南风3-4级/东风≤3级","ZD250"
"2015年07月18日","阵雨/多云","32℃/21℃","南风3-4级/东南风3-4级","ZD250"
"2015年07月19日","多云/阵雨","29℃/22℃","东南风3-4级/东南风3-4级","ZD250"
"2015年07月20日","阵雨/多云","28℃/22℃","东风3-4级/南风3-4级","ZD250"
"2015年07月21日","雷阵雨/多云","32℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年07月22日","多云/阵雨","33℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年07月23日","阵雨/雷阵雨","31℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年07月24日","阵雨/雷阵雨","31℃/22℃","南风3-4级/南风≤3级","ZD250"
"2015年07月25日","阵雨/阴","33℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年07月26日","多云/晴","34℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年07月27日","晴/多云","35℃/26℃","南风3-4级/南风3-4级","ZD250"
"2015年07月28日","雷阵雨/阵雨","34℃/26℃","南风3-4级/南风3-4级","ZD250"
"2015年07月29日","阵雨/多云","35℃/27℃","南风3-4级/南风3-4级","ZD250"
"2015年07月30日","阵雨/雷阵雨","35℃/25℃","南风3-4级/南风3-4级","ZD250"
"2015年07月31日","雷阵雨/阴","32℃/25℃","南风3-4级/南风3-4级","ZD250"
"2015年08月01日","阵雨/阴","32℃/25℃","南风3-4级/南风3-4级","ZD250"
"2015年08月02日","多云/多云","34℃/28℃","南风3-4级/南风3-4级","ZD250"
"2015年08月03日","雷阵雨/中雨","33℃/25℃","南风3-4级/南风3-4级","ZD250"
"2015年08月04日","小到中雨/雷阵雨","27℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年08月05日","多云/雷阵雨","32℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年08月06日","小雨/雷阵雨","30℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年08月07日","多云/雷阵雨","30℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年08月08日","多云/晴","29℃/24℃","南风3-4级/南风3-4级","ZD250"
"2015年08月09日","多云/多云","31℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年08月10日","晴/多云","31℃/20℃","东南风3-4级/南风3-4级","ZD250"
"2015年08月11日","多云/多云","30℃/21℃","北风3-4级/北风3-4级","ZD250"
"2015年08月12日","晴/晴","32℃/22℃","北风3-4级/南风3-4级","ZD250"
"2015年08月13日","晴/多云","33℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月14日","多云/阵雨","33℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月15日","雷阵雨/晴","30℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月16日","晴/晴","32℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月17日","晴/多云","32℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月18日","多云/多云","32℃/23℃","南风3-4级/南风3-4级","ZD250"
"2015年08月19日","雷阵雨/多云","30℃/22℃","南风3-4级/南风3-4级","ZD250"
"2015年08月20日","阴/多云","30℃/21℃","南风3-4级/北风3-4级","ZD250"
"2015年08月21日","多云/晴","31℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年08月22日","多云/多云","33℃/21℃","南风3-4级/南风3-4级","ZD250"
"2015年08月23日","多云/阵雨","31℃/21℃","南风3-4级/东北风3-4级","ZD250"
"2015年08月24日","雷阵雨/雷阵雨","29℃/21℃","北风3-4级/北风3-4级","ZD250"
"2015年08月25日","阵雨/多云","28℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年08月26日","多云/雷阵雨","27℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年08月27日","雷阵雨/多云","28℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年08月28日","多云/多云","30℃/18℃","北风3-4级/南风3-4级","ZD250"
"2015年08月29日","多云/雷阵雨","30℃/18℃","东南风3-4级/南风3-4级","ZD250"
"2015年08月30日","雷阵雨/多云","30℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年08月31日","多云/小到中雨","29℃/19℃","南风3-4级/东北风3-4级","ZD250"
"2015年09月01日","小到中雨/雷阵雨","25℃/19℃","东风3-4级/北风3-4级","ZD250"
"2015年09月02日","阵雨/多云","25℃/20℃","北风3-4级/北风3-4级","ZD250"
"2015年09月03日","晴/多云","30℃/19℃","北风3-4级/北风3-4级","ZD250"
"2015年09月04日","多云/阵雨","29℃/19℃","南风3-4级/东北风3-4级","ZD250"
"2015年09月05日","阵雨/阴","26℃/18℃","北风3-4级/北风3-4级","ZD250"
"2015年09月06日","多云/晴","25℃/16℃","北风3-4级/北风3-4级","ZD250"
"2015年09月07日","多云/晴","28℃/17℃","北风3-4级/北风3-4级","ZD250"
"2015年09月08日","多云/晴","29℃/20℃","南风3-4级/南风3-4级","ZD250"
"2015年09月09日","多云/多云","28℃/20℃","南风3-4级/北风≤3级","ZD250"
"2015年09月10日","多云/多云","25℃/18℃","北风3-4级/北风3-4级","ZD250"
"2015年09月11日","阵雨/阵雨","22℃/14℃","北风3-4级/北风3-4级","ZD250"
"2015年09月12日","多云/晴","23℃/12℃","北风3-4级/北风3-4级","ZD250"
"2015年09月13日","晴/晴","27℃/15℃","南风3-4级/南风3-4级","ZD250"
"2015年09月14日","多云/多云","26℃/16℃","南风3-4级/南风3-4级","ZD250"
"2015年09月15日","阴/多云","26℃/15℃","南风3-4级/北风3-4级","ZD250"
"2015年09月16日","晴/晴","27℃/16℃","南风3-4级/北风3-4级","ZD250"
"2015年09月17日","晴/多云","28℃/18℃","南风3-4级/南风≤3级","ZD250"
"2015年09月18日","多云/阵雨","25℃/17℃","东风3-4级/北风3-4级","ZD250"
"2015年09月19日","多云/多云","27℃/15℃","北风3-4级/北风3-4级","ZD250"
"2015年09月20日","晴/晴","28℃/16℃","北风3-4级/北风3-4级","ZD250"
"2015年09月21日","晴/多云","29℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年09月22日","多云/阴","27℃/19℃","南风3-4级/南风3-4级","ZD250"
"2015年09月23日","多云/多云","28℃/19℃","南风3-4级/南风3-4级","ZD250"
"2015年09月24日","多云/多云","28℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年09月25日","阴/晴","27℃/15℃","北风3-4级/北风≤3级","ZD250"
"2015年09月26日","晴/晴","28℃/14℃","北风3-4级/北风3-4级","ZD250"
"2015年09月27日","晴/晴","29℃/16℃","南风3-4级/南风3-4级","ZD250"
"2015年09月28日","多云/多云","27℃/17℃","东风3-4级/东风3-4级","ZD250"
"2015年09月29日","多云/多云","25℃/17℃","东风3-4级/东风3-4级","ZD250"
"2015年09月30日","多云/小雨","25℃/18℃","南风3-4级/南风3-4级","ZD250"
"2015年10月01日","多云/晴","20℃/12℃","北风3-4级/北风4-5级","ZD250"
"2015年10月02日","晴/晴","27℃/12℃","南风3-4级/南风3-4级","ZD250"
"2015年10月03日","晴/晴","27℃/15℃","南风3-4级/南风3-4级","ZD250"
"2015年10月04日","晴/晴","27℃/17℃","南风3-4级/南风3-4级","ZD250"
"2015年10月05日","晴/晴","28℃/16℃","南风3-4级/南风3-4级","ZD250"
"2015年10月06日","晴/多云","28℃/17℃","南风3-4级/南风3-4级","ZD250"
"2015年10月07日","多云/阴","25℃/14℃","南风3-4级/南风3-4级","ZD250"
"2015年10月08日","多云/晴","21℃/10℃","北风3-4级/南风3-4级","ZD250"
"2015年10月09日","多云/多云","23℃/9℃","北风3-4级/南风4-5级","ZD250"
"2015年10月10日","多云/晴","17℃/9℃","北风4-5级/西北风3-4级","ZD250"
"2015年10月11日","晴/晴","19℃/9℃","西北风3-4级/北风3-4级","ZD250"
"2015年10月12日","晴/晴","22℃/10℃","南风3-4级/北风3-4级","ZD250"
"2015年10月13日","晴/晴","26℃/12℃","南风3-4级/南风3-4级","ZD250"
"2015年10月14日","多云/多云","27℃/13℃","南风3-4级/南风3-4级","ZD250"
"2015年10月15日","多云/多云","26℃/14℃","南风3-4级/北风≤3级","ZD250"
"2015年10月16日","晴/多云","27℃/14℃","南风3-4级/南风≤3级","ZD250"
"2015年10月17日","多云/多云","28℃/14℃","南风≤3级/南风3-4级","ZD250"
"2015年10月18日","多云/多云","23℃/14℃","北风3-4级/北风3-4级","ZD250"
"2015年10月19日","多云/多云","26℃/14℃","南风3-4级/南风≤3级","ZD250"
"2015年10月20日","晴/晴","26℃/13℃","南风3-4级/南风3-4级","ZD250"
"2015年10月21日","多云/多云","25℃/12℃","北风3-4级/南风3-4级","ZD250"
"2015年10月22日","多云/多云","23℃/14℃","南风3-4级/北风3-4级","ZD250"
"2015年10月23日","多云/阴","22℃/13℃","北风3-4级/北风3-4级","ZD250"
"2015年10月24日","多云/多云","21℃/11℃","北风3-4级/北风3-4级","ZD250"
"2015年10月25日","多云/阴","17℃/11℃","北风3-4级/南风3-4级","ZD250"
"2015年10月26日","小雨/小雨","16℃/7℃","南风3-4级/北风3-4级","ZD250"
"2015年10月27日","多云/晴","17℃/6℃","北风3-4级/西北风3-4级","ZD250"
"2015年10月28日","晴/晴","18℃/6℃","北风3-4级/北风3-4级","ZD250"
"2015年10月29日","晴/晴","14℃/3℃","北风3-4级/北风3-4级","ZD250"
"2015年10月30日","晴/晴","13℃/3℃","北风3-4级/北风3-4级","ZD250"
"2015年10月31日","多云/多云","15℃/8℃","北风3-4级/南风3-4级","ZD250"
"2015年11月01日","阴/多云","14℃/6℃","南风3-4级/南风3-4级","ZD250"
"2015年11月02日","晴/晴","19℃/6℃","南风3-4级/南风3-4级","ZD250"
"2015年11月03日","晴/晴","20℃/8℃","南风3-4级/南风3-4级","ZD250"
"2015年11月04日","晴/多云","20℃/10℃","南风3-4级/东南风3-4级","ZD250"
"2015年11月05日","多云/中雨","17℃/10℃","东北风3-4级/东北风4-5级","ZD250"
"2015年11月06日","中雨/小到中雨","12℃/10℃","北风3-4级/北风4-5级","ZD250"
"2015年11月07日","小雨/小雨","12℃/10℃","北风3-4级/北风3-4级","ZD250"
"2015年11月08日","多云/多云","12℃/3℃","北风3-4级/北风3-4级","ZD250"
"2015年11月09日","多云/多云","13℃/2℃","北风3-4级/北风3-4级","ZD250"
"2015年11月10日","多云/多云","12℃/5℃","南风3-4级/南风3-4级","ZD250"
"2015年11月11日","多云/多云","12℃/5℃","南风3-4级/东风3-4级","ZD250"
"2015年11月12日","多云/小雨","12℃/7℃","东风3-4级/东北风3-4级","ZD250"
"2015年11月13日","小雨/小雨","11℃/8℃","北风3-4级/北风3-4级","ZD250"
"2015年11月14日","阴/多云","14℃/7℃","北风3-4级/南风≤3级","ZD250"
"2015年11月15日","阴/小雨","15℃/9℃","南风≤3级/北风3-4级","ZD250"
"2015年11月16日","小雨/多云","12℃/9℃","北风3-4级/北风3-4级","ZD250"
"2015年11月17日","多云/多云","12℃/6℃","北风3-4级/北风3-4级","ZD250"
"2015年11月18日","多云/多云","10℃/3℃","北风3-4级/东北风3-4级","ZD250"
"2015年11月19日","多云/多云","12℃/5℃","东风3-4级/东风3-4级","ZD250"
"2015年11月20日","多云/多云","11℃/7℃","东风3-4级/东南风3-4级","ZD250"
"2015年11月21日","小雨/小雨","10℃/6℃","东风3-4级/东北风3-4级","ZD250"
"2015年11月22日","小雨/小雨","8℃/3℃","北风3-4级/北风4-5级","ZD250"
"2015年11月23日","小雨/雨夹雪","5℃/-1℃","北风4-5级/北风4-5级","ZD250"
"2015年11月24日","小雪/小雪","2℃/-4℃","北风4-5级/北风3-4级","ZD250"
"2015年11月25日","小雪/小雪","0℃/-8℃","北风3-4级/北风3-4级","ZD250"
"2015年11月26日","多云/晴","-2℃/-10℃","北风3-4级/北风3-4级","ZD250"
"2015年11月27日","晴/晴","2℃/-6℃","南风3-4级/南风3-4级","ZD250"
"2015年11月28日","晴/晴","6℃/-3℃","南风3-4级/北风3-4级","ZD250"
"2015年11月29日","晴/多云","6℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2015年11月30日","晴/多云","7℃/3℃","南风3-4级/南风≤3级","ZD250"
"2015年12月01日","小雨/阴","10℃/2℃","南风3-4级/南风3-4级","ZD250"
"2015年12月02日","多云/晴","7℃/-2℃","北风4-5级/西北风3-4级","ZD250"
"2015年12月03日","晴/晴","4℃/-3℃","西北风3-4级/北风4-5级","ZD250"
"2015年12月04日","晴/晴","6℃/-2℃","西北风3-4级/南风≤3级","ZD250"
"2015年12月05日","晴/多云","6℃/-3℃","南风≤3级/北风3-4级","ZD250"
"2015年12月06日","多云/多云","8℃/0℃","南风3-4级/南风3-4级","ZD250"
"2015年12月07日","阴/阴","8℃/0℃","南风3-4级/南风3-4级","ZD250"
"2015年12月08日","多云/多云","10℃/3℃","南风3-4级/南风3-4级","ZD250"
"2015年12月09日","多云/多云","11℃/5℃","南风3-4级/南风3-4级","ZD250"
"2015年12月10日","阴/阴","10℃/2℃","北风3-4级/北风3-4级","ZD250"
"2015年12月11日","多云/多云","4℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2015年12月12日","多云/晴","6℃/-2℃","北风3-4级/北风3-4级","ZD250"
"2015年12月13日","晴/晴","7℃/-2℃","北风3-4级/北风3-4级","ZD250"
"2015年12月14日","晴/多云","7℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2015年12月15日","多云/多云","5℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2015年12月16日","晴/晴","1℃/-6℃","北风3-4级/北风4-5级","ZD250"
"2015年12月17日","晴/晴","3℃/-5℃","北风3-4级/南风3-4级","ZD250"
"2015年12月18日","晴/晴","7℃/-4℃","南风3-4级/北风3-4级","ZD250"
"2015年12月19日","晴/多云","6℃/-1℃","南风3-4级/南风≤3级","ZD250"
"2015年12月20日","多云/多云","6℃/-2℃","南风3-4级/南风≤3级","ZD250"
"2015年12月21日","多云/多云","8℃/-1℃","南风≤3级/南风3-4级","ZD250"
"2015年12月22日","阴/小雨","8℃/2℃","南风≤3级/南风3-4级","ZD250"
"2015年12月23日","阴/多云","8℃/-2℃","北风3-4级/北风≤3级","ZD250"
"2015年12月24日","霾/雾","6℃/-3℃","北风3-4级/南风≤3级","ZD250"
"2015年12月25日","霾/霾","9℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2015年12月26日","霾/晴","7℃/-4℃","南风3-4级/北风3-4级","ZD250"
"2015年12月27日","晴/晴","0℃/-6℃","北风3-4级/北风≤3级","ZD250"
"2015年12月28日","晴/晴","4℃/-4℃","北风3-4级/南风≤3级","ZD250"
"2015年12月29日","多云/晴","7℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2015年12月30日","多云/霾","6℃/-4℃","南风≤3级/南风3-4级","ZD250"
"2015年12月31日","霾/晴","6℃/-2℃","北风3-4级/南风3-4级","ZD250"
"2016年01月01日","晴/多云","9℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2016年01月02日","多云/晴","12℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2016年01月03日","多云/霾","9℃/-2℃","北风≤3级/北风3-4级","ZD250"
"2016年01月04日","多云/多云","4℃/-3℃","北风3-4级/北风≤3级","ZD250"
"2016年01月05日","多云/多云","4℃/-3℃","北风3-4级/北风≤3级","ZD250"
"2016年01月06日","多云/阴","5℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年01月07日","多云/晴","2℃/-5℃","北风≤3级/北风3-4级","ZD250"
"2016年01月08日","晴/晴","3℃/-7℃","北风3-4级/南风≤3级","ZD250"
"2016年01月09日","晴/晴","5℃/-5℃","南风3-4级/南风≤3级","ZD250"
"2016年01月10日","晴/多云","6℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年01月11日","多云/晴","0℃/-7℃","北风3-4级/西北风3-4级","ZD250"
"2016年01月12日","晴/晴","0℃/-8℃","西北风3-4级/北风3-4级","ZD250"
"2016年01月13日","晴/晴","3℃/-7℃","北风≤3级/北风≤3级","ZD250"
"2016年01月14日","晴/晴","6℃/-6℃","南风≤3级/南风3-4级","ZD250"
"2016年01月15日","晴/晴","6℃/-4℃","南风≤3级/南风3-4级","ZD250"
"2016年01月16日","多云/多云","8℃/-3℃","南风3-4级/北风3-4级","ZD250"
"2016年01月17日","多云/阴","0℃/-8℃","北风4-5级/北风4-5级","ZD250"
"2016年01月18日","多云/晴","-3℃/-9℃","北风3-4级/北风3-4级","ZD250"
"2016年01月19日","晴/晴","-1℃/-9℃","北风3-4级/北风3-4级","ZD250"
"2016年01月20日","晴/多云","-1℃/-7℃","南风3-4级/东风3-4级","ZD250"
"2016年01月21日","多云/小雪","1℃/-8℃","南风3-4级/北风3-4级","ZD250"
"2016年01月22日","小雪/小雪","-3℃/-14℃","北风3-4级/北风4-5级","ZD250"
"2016年01月23日","阵雪/多云","-10℃/-18℃","北风4-5级/北风3-4级","ZD250"
"2016年01月24日","多云/晴","-6℃/-10℃","北风3-4级/西北风4-5级","ZD250"
"2016年01月25日","晴/晴","3℃/-9℃","北风3-4级/南风3-4级","ZD250"
"2016年01月26日","晴/晴","2℃/-9℃","北风3-4级/北风≤3级","ZD250"
"2016年01月27日","晴/晴","4℃/-7℃","南风3-4级/南风3-4级","ZD250"
